id,category_cluster
PG0065,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0066,"['Audio', 'Balance', 'Multiplayer', 'Story', 'Gameplay', 'Platform', 'spaCy_noun', 'Replayability', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0067,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Innovation', 'Performance', 'Progression', 'Story', 'Graphics']"
PG0068,"['Multiplayer', 'DRM', 'spaCy_noun', 'Customer Support', 'Story']"
PG0069,"['Audio', 'Balance', 'Multiplayer', 'Management', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0070,"['Audio', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Performance', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0071,"['Audio', 'Multiplayer', 'Management', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0072,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Customer Support']"
PG0073,"['Audio', 'Balance', 'Multiplayer', 'Story', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Customer Support', 'Monetization', 'Graphics']"
PG0074,"['Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Innovation', 'AI', 'Progression', 'Customer Support', 'Story', 'Cinematics']"
PG0075,"['Multiplayer', 'Gameplay', 'spaCy_noun', 'AI', 'Performance', 'Customer Support', 'Story', 'Graphics']"
PG0076,"['Audio', 'Multiplayer', 'Story', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0077,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Innovation', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics']"
PG0078,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Story', 'Graphics']"
PG0079,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Monetization', 'Graphics']"
PG0080,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Modding', 'Controls/UX', 'Story']"
PG0081,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0082,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Customer Support']"
PG0083,"['Audio', 'Multiplayer', 'Management', 'Gameplay', 'DRM', 'spaCy_noun', 'Replayability', 'Performance', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0084,"['Community', 'Audio', 'Multiplayer', 'Story', 'Gameplay', 'spaCy_noun', 'Performance', 'AI', 'Controls/UX', 'Customer Support', 'Monetization', 'Graphics']"
PG0085,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0086,"['Multiplayer', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'AI', 'Business', 'Controls/UX', 'Innovation', 'Graphics']"
PG0087,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Performance', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0088,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'AI', 'Controls/UX', 'Story', 'Graphics']"
PG0089,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG0090,"['Audio', 'Multiplayer', 'Management', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Innovation', 'Cinematics', 'Graphics']"
PG0091,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Customer Support', 'Story']"
PG0092,"['Audio', 'Multiplayer', 'DRM', 'spaCy_noun', 'Modding', 'Story', 'Graphics']"
PG0093,"['Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0094,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Replayability', 'Innovation', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0095,"['spaCy_noun', 'Graphics']"
PG0096,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Story', 'Gameplay', 'spaCy_noun', 'Modding', 'Performance', 'AI', 'Progression', 'Innovation', 'Graphics']"
PG0097,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Progression', 'Story']"
PG0098,"['Audio', 'Balance', 'Monetization', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0099,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Replayability', 'Innovation', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0100,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Controls/UX', 'Story']"
PG0101,"['Audio', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Innovation', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0102,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Innovation', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0103,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0104,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Graphics']"
PG0105,"['Audio', 'Multiplayer', 'Management', 'Gameplay', 'spaCy_noun', 'Performance', 'Controls/UX', 'Story']"
PG0106,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Innovation', 'Performance', 'AI', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
PG0107,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Modding', 'Performance', 'Controls/UX', 'Story', 'Graphics']"
PG0108,"['Balance', 'Multiplayer', 'Management', 'Gameplay', 'spaCy_noun', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG0109,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0110,"['Multiplayer', 'Gameplay', 'spaCy_noun', 'Replayability', 'Progression']"
PG0111,"['Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Story', 'Cinematics']"
PG0112,"['Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Controls/UX', 'Monetization', 'Graphics']"
PG0113,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Replayability', 'Performance', 'Progression', 'AI', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0114,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0115,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Performance', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG0116,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0117,"['Community', 'Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Replayability', 'Performance', 'Story']"
PG0118,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story']"
PG0119,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG0120,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Innovation', 'Performance', 'AI', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0121,"['Audio', 'Gameplay', 'spaCy_noun', 'Controls/UX', 'Story', 'Graphics']"
PG0122,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Controls/UX', 'Story']"
PG0123,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Progression', 'Customer Support', 'Story']"
PG0124,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'AI', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0125,"['Audio', 'Multiplayer', 'Monetization', 'Story', 'Gameplay', 'spaCy_noun', 'Progression', 'Innovation', 'Graphics']"
PG0126,"['Multiplayer', 'Gameplay', 'spaCy_noun', 'Progression', 'Story', 'Graphics']"
PG0127,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Innovation', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0128,"['Multiplayer', 'Gameplay', 'spaCy_noun', 'Progression']"
PG0129,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Customer Support', 'Graphics']"
PG0130,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'AI', 'Customer Support', 'Story', 'Graphics']"
PG0131,"['Balance', 'Gameplay', 'spaCy_noun', 'Progression', 'Business', 'Customer Support', 'Story', 'Cinematics']"
PG0132,"['Community', 'Multiplayer', 'Management', 'Monetization', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'AI', 'Progression', 'Business', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0133,"['Audio', 'Multiplayer', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Story', 'Graphics']"
PG0134,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Modding', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0135,"['Multiplayer', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'AI', 'Controls/UX', 'Story', 'Cinematics']"
PG0136,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Innovation', 'Performance', 'Progression', 'Business', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0137,"['Audio', 'Balance', 'Story', 'Gameplay', 'spaCy_noun', 'Modding', 'Customer Support', 'Innovation']"
PG0138,"['Audio', 'Multiplayer', 'Management', 'Monetization', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Innovation', 'Graphics']"
PG0139,"['Multiplayer', 'spaCy_noun', 'Performance', 'Progression', 'Business']"
PG0140,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Modding', 'Progression', 'Story', 'Cinematics', 'Graphics']"
PG0141,"['Audio', 'Balance', 'Gameplay', 'spaCy_noun', 'Business', 'Controls/UX', 'Monetization']"
PG0142,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0143,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0144,"['Audio', 'Balance', 'Multiplayer', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Progression', 'AI', 'Business', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0145,"['Audio', 'Multiplayer', 'Management', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Progression', 'AI', 'Business', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0146,"['Audio', 'DRM', 'AI', 'Controls/UX', 'Balance', 'Management', 'spaCy_noun', 'Performance', 'Progression', 'Business', 'Innovation', 'Gameplay', 'Platform', 'Monetization', 'Graphics', 'Multiplayer', 'Customer Support', 'Story', 'Cinematics']"
PG0147,"['Balance', 'Gameplay', 'Platform', 'spaCy_noun', 'Performance', 'Progression', 'Customer Support', 'Monetization', 'Graphics']"
PG0148,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Story']"
PG0149,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0150,"['Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0151,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Performance', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0152,"['Audio', 'Balance', 'Multiplayer', 'Management', 'Story', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Progression', 'AI', 'Business', 'Controls/UX', 'Customer Support', 'Innovation', 'Graphics']"
PG0153,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'Platform', 'spaCy_noun', 'Progression', 'Controls/UX', 'Customer Support', 'Story', 'Graphics']"
PG0154,"['Audio', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Performance', 'Business', 'Story', 'Graphics']"
PG0155,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'AI', 'Business', 'Customer Support', 'Story', 'Graphics']"
PG0156,"['Audio', 'Balance', 'Multiplayer', 'Management', 'Monetization', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Business', 'Controls/UX', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0157,"['Audio', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Customer Support', 'Graphics']"
PG0158,"['Audio', 'Balance', 'Multiplayer', 'Management', 'Story', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Performance', 'Progression', 'Business', 'Controls/UX', 'Monetization', 'Cinematics']"
PG0159,"['Audio', 'Gameplay', 'spaCy_noun', 'Replayability', 'Performance', 'Progression', 'AI', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0160,"['Community', 'Audio', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Performance', 'Business', 'Controls/UX', 'Monetization']"
PG0161,"['Audio', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Story', 'Graphics']"
PG0162,"['Audio', 'Multiplayer', 'DRM', 'Platform', 'spaCy_noun', 'Controls/UX', 'Customer Support', 'Graphics']"
PG0163,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Gameplay', 'spaCy_noun', 'Progression', 'Story', 'Cinematics', 'Graphics']"
PG0164,"['Community', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Graphics']"
PG0165,"['Community', 'Audio', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Modding', 'Innovation', 'Performance', 'Customer Support', 'Story', 'Cinematics', 'Graphics']"
PG0166,"['Audio', 'Multiplayer', 'spaCy_noun', 'Progression', 'Business', 'Controls/UX', 'Story']"
PG0167,"['Multiplayer', 'Gameplay', 'Platform', 'spaCy_noun', 'Modding', 'Performance', 'Progression', 'Customer Support', 'Story', 'Graphics']"
PG0168,"['Balance', 'Multiplayer', 'Gameplay', 'DRM', 'spaCy_noun', 'Story']"
PG0169,"['Community', 'Audio', 'Multiplayer', 'Gameplay', 'DRM', 'Platform', 'spaCy_noun', 'Innovation', 'Performance', 'Story', 'Graphics']"
PG0170,"['Audio', 'Gameplay', 'DRM', 'spaCy_noun', 'AI', 'Progression', 'Monetization', 'Graphics']"
PG0171,"['Audio', 'Balance', 'Multiplayer', 'Gameplay', 'spaCy_noun', 'Performance', 'Customer Support', 'Story']"
PG0172,"['Audio', 'Balance', 'Multiplayer', 'Story', 'spaCy_noun', 'Performance', 'AI', 'Monetization', 'Graphics']"
PG0173,"['Audio', 'Balance', 'Multiplayer', 'Monetization', 'Story', 'Gameplay', 'spaCy_noun', 'Performance', 'Progression', 'Customer Support', 'Innovation', 'Graphics']"
PG0174,"['Audio', 'Balance', 'Multiplayer', 'Management', 'Story', 'Gameplay', 'spaCy_noun', 'AI', 'Progression', 'Business', 'Controls/UX', 'Customer Support', 'Monetization', 'Cinematics', 'Graphics']"
PG0175,"['Audio', 'Gameplay', 'spaCy_noun', 'Progression', 'Customer Support', 'Monetization', 'Graphics']"
PG0176,"['Gameplay', 'spaCy_noun', 'Controls/UX', 'Story', 'Cinematics', 'Graphics']"
